Titre,Nom_Entreprise,Adresse,Descriptif_du_poste,Data_de_publication,métier_sc,loc_sc,Date_sc,Identifiant,Experiences,contrat,Salaire,Freq,Sal,Salaire_Min,Salaire_Max
CHEF DE PROJET BI & ANALYSTICS (F/H),Expectra.fr,Issy-les-Moulineaux (92),"Issy-les-Moulineaux (92)
CDI
60 000 € par an
Expectra, leader en France de l'intérim spécialisé et du recrutement en CDI de cadres et agents de maîtrise.
Les consultants du Département Digital vous proposent des opportunités de carrière.

Notre client est un des leaders mondiaux pour les matériaux de construction. Société internationale à taille humaine, centrée sur la culture client. Cette entité mise sur l'innovation et les services pour réussir sur un marché à forte concurrence.

Cette structure en pleine essor recherche actuellement UN CHEF DE PROJET BI & ANALYSTICS (H/F).

Directement rattaché à la Direction des Systèmes d'Informations, vous prenez en charge les différents projets dans un contexte international.

A ce titre, vous êtes le pilote de votre activité et mettez en place la stratégie pour les solutions de reporting et d'analyses de données.

Vous travaillez en étroite collaboration avec les Chefs de Projets ERP et les prestataires et vous contribuez activement aux évolutions et à la maintenance de la solution ANAPLAN.

Vous maintenez et faites évoluer tous les autres outils existants : Business Objects, QlikView.

Vous contribuez à la mise en place de la conduite du changement et à la formation des utilisateurs.

Enfin, vous assurez la mise en place d'une assistance technique et fonctionnelle des solutions qui seront déployées.

Ce poste – à pourvoir immédiatement en CDI – est situé à Issy-Les-Moulineaux. La rémunération globale est à négocier selon votre expérience à partir de 60K€.

De formation Bac +4/5, type ingénieur en informatique, vous bénéficiez d'une expérience d'au moins 3 ans dans la gestion de projet sur la solution ANAPLAN.

Vous recherchez une opportunité à dimension opérationnelle et relationnelle forte, et êtes capables de vous adapter aisément aux changements réguliers.

Vous êtes d'un naturel curieux et reconnu pour votre pragmatisme et votre rigueur.

Enfin, vous avez de bonnes capacités de pédagogue et avez de bonnes qualités rédactionnelles.

Un niveau d'anglais courant est attendu car des déplacements internationaux sont à prévoir.
il y a 26 jours
- Continuer pour postuler
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=2f1a410778f7e820,senior,cdi,60 000 € par an,Annuel,[60000],60000.0,60000.0
Consultant Décisionnel BI ( SQL MSBI) / Freelance,SARIEL,Vélizy-Villacoublay (78),"Vélizy-Villacoublay (78)
Temps plein, Freelance / Indépendant
500 € - 550 € par semaine
Pour un de nos clients à Vélizy dan le 78 nous sommes à la recherche d’un consultant BI Sénior

Dans la perspective de migration/refonte prochaine du décisionnel RH dans la solution BI client et en vue d’assurer la qualité et la constance du service applicatif, le département business & data intelligence recherche un consultant décisionnel senior
Expertise en SQL (au moins 4 ans d’expérience sur diverses bases de données, maîtrisant la plupart des instructions SQL complexes)
Maîtrise d’au moins un outil de restitution du marché (idéalement SAP Business Objects, Power BI ou Spotfire)
La maîtrise d’un ou plusieurs ETL est un plus.
Une expérience sur SAP Hana est un plus
Le consultant décisionnel senior sera amené à :
Participer activement en étroite collaboration avec le chef de projet et le responsable de département aux phases de conception, de réalisation et de recette applicative de l’outil décisionnel RH.
Evaluer finement les détails de conception à mettre en place au regard de chaque cas d’usage identifié par les utilisateurs en collaboration avec l’architecte applicatif.
Proposer des solutions opérationnelles de paramétrage et des modes de développement basés sur le dynamisme et la réutilisabilité pour optimiser l’évolutivité et réduire au maximum la maintenance des applications en collaboration avec l’architecte applicatif.
Identifier les goulots d’étranglement des chaînes d’alimentation et de restitution et proposer des solutions envisageables pour optimiser les applications existantes en collaboration avec l’architecte applicatif.
Co-rédiger les dossiers de conception et d’architecture applicative, les spécifications techniques détaillées et les cahiers de recettes et cas de tests.
Superviser et réaliser les développements
Proposer des solutions opérationnelles pour faciliter le suivi de la qualité des données et le monitoring applicatif quotidien.
Devenir le référent technique & applicatif des solutions mises en place.
Le consultant décisionnel senior devra particulièrement faire preuve des qualités suivantes :
Autonomie
Rigueur
Pragmatisme
Efficacité
Réactivité
Adaptabilité
Le poste nécessitant une très étroite collaboration avec l’architecte applicatif, le chef de projet et le responsable de département, le consultant senior devra en outre démontrer d’une appétence naturelle pour le travail en équipe. Sur ce point, le savoir-être du consultant sera déterminant dans la réussite de la mission. Enfin, il sera nécessaire pour la réussite de son intervention que le consultant senior intègre rapidement et finement l’ensemble des enjeux métiers de l’application décisionnelle RH prise en charge par le département business & data intelligence.
L’environnement technique novateur, la qualité des différents acteurs, les considérables perspectives d’évolution de l’applicatif et la richesse de la problématique fonctionnelle constituent une intéressante opportunité d’évolution et de progression.
Cette prestation nécessitera d’être en étroite collaboration
avec le chef de projet
avec l’architecte applicatif
avec les équipes techniques
avec le service Maîtrise d’Ouvrage en interface du dialogue avec les utilisateurs
N’hésitez pas à p’envoyer votre cv sous format Word en me précisant votre disponibilité ainsi que vos prétentions salariales ou tjm

Cordialement,

Mike RIZK
Responsable d’Agence PRODUCTION SYSTEMES SGBD
(+33) 1.42.12.75.73
(+33) 6.16.62.51.43
mike.rizk@sariel.fr

Groupe SARIEL
38, rue Jouffroy D’Abbans
75 017 PARIS
Tél : +33 (0) 1.42.12.75.75
Fax : +33 (0) 1.42.67.91.11
www.sariel.fr
Freelance-info - il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=856206264f42cb70,senior,freelance,500 € - 550 € par semaine,Hebdo,"[500, 550]",26000.0,28600.0
Consultant technico fonctionnel SAP SAP BI FI H/F / Freelanc...,HOXTON PARTNERS,Boulogne-Billancourt (92),"Boulogne-Billancourt (92)
Temps plein, Freelance / Indépendant
600 € par semaine
Consultant technico fonctionnel SAP SAP BI FI H/F

Notre client, intégrateur à taille humaine et d’excellente renommée, recherche dans le cadre d’un MCO, un consultant fonctionnel SAP SAP BI FI qui aura la capacité à formaliser une expression de besoins, formaliser des spécifications fonctionnelles, effectuer une recette, support de formation et apporter le support aux métiers.

Consultant expérimenté sur les solutions décisionnelles Finance : senior / 4-7 ans d’exp.
Profil technico-fonctionnel avec connaissance des problématiques BI
Parfaite maitrise des solutions SAP BI (BW et Bis4)
Connaissances en système d’information (architecture SI, méthodes )
Connaissance métier comptabilité, contrôle de gestion et achat
Date de prise de poste : 1er Octobre / 7 Octobre 2019
Durée de mission : 3 mois renouvelable (1 an potentiel de mission)
Lieu : Sud-Ouest de Paris (petite couronne)
Timing : CV et entretien intégrateur cette semaine. Présentation par l’intégrateur du dispositif comprenant le consultant semaine du 23/09/19. Démarrage de mission début Octobre.

Si cette mission vous intéresse, n’hésitez pas à m’adresser votre CV à jour accompagné de votre disponjibilité et TJM à l’adresse : g.simonnet@hoxtonpartners.com avec en objet la référence : GS-TECHFONCSAPBIFI-927544312
Freelance-info - il y a 28 jours
- Continuer pour postuler
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=326cfccf1a875491,senior,freelance,600 € par semaine,Hebdo,[600],31200.0,31200.0
H/F Chef·fe de projet SI / AMOA ERP / BI – Secours Catholiqu...,Partium,Paris 7e (75),"Paris 7e (75)
CDI
40 000 € par an
Le Cabinet de recrutement Partium, spécialisé dans l’accompagnement des associations, fédérations, fondations et ONG, recrute un·e Chef·fe de projet Système d’Information / AMOA ERP / BI, pour le Secours Catholique-Caritas France.
Le Secours Catholique-Caritas France est une association loi 1901 à but non lucratif, reconnue d'utilité publique depuis 1962. L’association agit pour faire reculer la pauvreté et les inégalités en France et dans le monde, et accueille les personnes en situation de précarité, quelles que soient leur culture et leurs convictions. Ses 1000 salariés et 67000 bénévoles travaillent à construire des solutions pour que chacun accède à une place digne dans la société.
Pour en savoir plus : https://www.secours-catholique.org/
Dans un contexte de mutation de société, avec une volonté de transformation digitale, et dans le cadre de la mise en œuvre de son nouveau projet national, le Secours Catholique-Caritas France réaligne son Système d’information en termes d’organisation, de processus et de Système d’information.
Le·la Chef·fe de projet SI AMOA travaillera avant tout sur les processus Finance (Comptabilité, Trésorerie, Contrôle de gestion…), Immobilier, Juridique et les sujets de BI. Pour ce faire, il·elle :
Constitue et anime l’équipe de projet,
Élabore et suit le budget et le planning,
Organise les réunions de suivi et tient un rapport d’avancement,
Gère les problèmes/risques et définit des actions de réduction appropriées,
Supervise, coordonne et accompagne le travail des différents acteurs et s’assure de la qualité des livrables,
Gère les appels offre.
Effectue le cadrage du projet et analyse les besoins métiers
Collecte et analyse les besoins auprès des interlocuteurs pertinents pour comprendre et évaluer les impacts des changements de pratique (organisation, process) et les impacts sur les outils métiers et informatiques, et synthétise les points clés,
Définit les fonctionnalités cibles et le Cahier des charges.
S’assure de l’adéquation des solutions SI aux besoins métiers
S’assure de la qualité de la solution SI (Plan de recette, organisation des recettes…)
Pilote la gestion du changement
Propose une stratégie de mise en œuvre,
Anime la démarche de changement métier (formation, communication, appropriation…)
Prend en charge les aspects fonctionnels d’applications
Issu·e d'une formation supérieure Bac+4/5 (Informatique, SI, Ecole de Commerce…), vous avez acquis une solide expérience de 5 ans minimum sur un poste similaire, notamment sur de la gestion de projet agile sur des secteurs tels que la finance et bénéficiez d’une parfaire analyse métier en comptabilité, trésorerie, immo, contrôle de gestion, juridique, BI. Vous avez une véritable appétence pour les technologies de l’informatique, et êtes autonome dans des usages avancés des Systèmes d’information, notamment dans le domaine de la transformation digitale ou de l’intégration des applications
Doté·e d’un grand sens de la diplomatie et du relationnel, vous appréciez le travail d’équipe et avez su démontrer votre capacité à interagir avec des interlocuteurs de tout niveau (de la direction aux personnes vivant des situations de pauvreté) ainsi que vos aptitudes en animation de groupes et de réunions. Vous savez identifier, rapporter et résoudre des problèmes (connaissance du “métier”, esprit critique, écoute, gestion de risques, négociation, prise de décision).
Vous maîtrisez un ERP Finance (Compiere idéalement), une solution collaborative (GSuite), des CRM (Salesforce, Dynamics)
Poste basé à Paris, CDI, 39h avec RTT, statut cadre
A pourvoir dès que possible
Rémunération : à partir de 40k€ selon profil et expérience
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=904b9fbdf6b272f9,senior,cdi,40 000 € par an,Annuel,[40000],40000.0,40000.0
CONSULTANT BI (F/H),Expectra.fr,Paris (75),"Paris (75)
CDI
40 000 € par an
Expectra, leader en France de l'intérim spécialisé et du recrutement en CDI de cadres et agents de maîtrise.
Les consultants du Département Informatique & Télécoms vous proposent des opportunités de carrière.

Nous recherchons pour le compte de notre client un cabinet de conseil spécialisé dans le domaine de la gestion du poste client, pour des sociétés générant un CA de 5€ millions et plus, en France comme à l'étranger.Notre client intervient à trois niveaux principaux : le conseil destiné à optimiser la gestion du poste client. Le recouvrement de créances à l'amiable et ou au contentieux, l'amélioration de la gestion du recouvrement : Externalisation de toute ou partie de la gestion des factures clients à recouvrer, Industrialisation de la gestion des relances.

Au sein d'une DSI de 7 personnes vous aurez travaillerez sur un ERP de recouvrement, vous aurez pour mission :

Etre le référent technico-fonctionnel du domaine applicatif (Administration du progiciel métier)
Etre le référent technique dans le cadre des projets d'intégration d'un logiciel de relance clients
Développement SQL (SQL Server et My SQL) et VBA
Relais avec les utilisateurs des applications métiers de l'entreprise pour comprendre leurs besoins
Support fonctionnel
De formation Bac+4 minimum, vous justifiez d'une expérience de 3 années minimum vous connaissez les environnements suivants :
Base de données
Développement bases de données (MS SQL Server, MySQL, Oracle)
BI ex : My Report ou Business Object
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=e819311ca86c145c,senior,cdi,40 000 € par an,Annuel,[40000],40000.0,40000.0
CHEF DE PROJET BI SENIOR,Harnham,Paris (75),"Paris (75)
CDI
55 000 € - 60 000 € par an
CHEF DE PROJET BI SENIOR
Paris
55K - 60K / an
Prêt pour intégrer une startup qui est en plein boom ? Alors cette opportunité est pour vous !
L'ENTREPRISE :
Cette startup est en train d'exploser et pour continuer à évoluer, elle a besoin de son nouveau chef de projet BI ! Dans le secteur médical, cette startup est bien plus que prometteuse et à déjà une équipe BI/ Data bien solide .
LE POSTE :
Vous travaillerez au sein de l'équipe marketing et en relation direct avec le responsable BI, vos missions seront :
Accompagner les clients dans une nouvelle stratégie
Développer des solutions
Mise en place de nouvelles solutions
Développer les reportings Power BI
Travailler en équipe avec l'IT
VOTRE PROFIL:
Maîtrise la chaîne de valeur de la donnée
Plusieurs expériences dans la BI
L'analyse de la donnée est votre passion
Expertise en MSBI
Bon niveau d'anglais
AVANTAGES :
Le plus de cette société est son ouverture d'esprit et son esprit startup ! Vous y trouverez un environnement agréable et fun.

COMMENT POSTULER :
Si vous êtes intéressé, merci de faire part de votre CV à Diane Toulemonde
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=ad5fbc6e7bdeddfc,senior,cdi,55 000 € - 60 000 € par an,Annuel,"[55000, 60000]",55000.0,60000.0
CHARGÉ DE MISSION BI,Harnham,Paris (75),"Paris (75)
CDI
50 000 € - 55 000 € par an
CHARGÉ DE MISSION BI
Paris
50K - 55K / an


Une opportunité inouïe dans le secteur médical ! Cette société vous attend pour prendre à bras le corp cette ouverture de poste et relever ce défi.
L'ENTREPRISE :
Connue de tous, cette entreprise est l'un des leadeurs de la santé. Elle a décidé d'agrandir son pôle BI et d'ouvrir le poste de chargé de mission BI. Serez-vous le nouveau membre de l'équipe ?
LE POSTE:
En étroite collaboration avec l'équipe Business Analysis et l'équipe BI, vos missions serons les suivantes :
Analyser les besoins
Collaboration directe avec les utilisateurs
Contrôle des sources de données
Création des solutions
Réalisation des rapports
VOTRE PROFIL:
Plusieurs expériences dans des postes similaires
Expertise en programmation
Maîtrise du langage SQL et méthodologie Agile
Capacité d'analyse et de réalisation de test
AVANTAGES :
Cette opportunité vous offrira la possibilité d'avoir des heures flexibles ainsi que de pouvoir travailler de la maison 1 fois par semaine.

COMMENT POSTULER:
Si vous êtes intéressé, merci de faire part de votre CV à Diane Toulemonde
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=337e6578cf8a5631,senior,cdi,50 000 € - 55 000 € par an,Annuel,"[50000, 55000]",50000.0,55000.0
Consultant Microsoft BI/PowerBI (H/F) - CDI,EXPERTIME,Paris (75),"Paris (75)
Temps plein, CDI
45 000 € - 55 000 € par an
Partenaire majeur de l’éditeur Microsof, notre Groupe accompagne depuis 16 ans des entreprises d’envergure dans leur transformation digitale grâce à ses 5 domaines d’activité (Expertime, /Open, Consulting, 4.0 et Powell Software) et à ses 180 collaborateurs.
Nous sommes présents en France et à l’internationale : Paris, Nantes, Lille, Lyon, Seattle, Hong-Kong et Dubaï.
Face à la digitalisation croissante des entreprises, nous sommes attentifs à maintenir un haut-niveau d’expertise de nos équipes autour , grâce à l’apprentissage continu et l’intégration de chaque collaborateur dans le Cercle d'experts favorisant la dynamique collective.
Descriptif du poste
Rattaché au Pôle d'expertise Data, vous intervenez dans le cadre de projet d’informatiques décisionnelles. Vous pouvez être amené(e) à participer aux phases d’avant-vente, d’étude, d’architecture, de réalisation de la solution et d’encadrement technique des projets (tant sur du forfait que sur des missions clients).
Vos responsabilités sont :
Analyser et qualifier le besoin et les problématiques « métier » de nos clients
Rédiger les spécifications fonctionnelles et techniques
Préconiser des solutions adaptées au contexte client et projet
Concevoir et développer des solutions BI
Modéliser des solutions à mettre en place et enrichir la base de données
Mettre en place des outils de restitution BI pour la production de tableaux de bord et de reporting / Modéliser et implémenter des Datamarts et Datawarehouses
Accompagner des Consultants Data sur les projets et œuvrer à la qualité des applications et des livrables
En parallèle :
Vous développerez votre expertise par la formation, la veille technologique, les certifications et la participation aux événements communautaires
Vous contribuez à la construction d’une base de connaissances de l'équipe Data : cas d’usage, algorithmes, outils, indicateurs de pilotage, processus d’apprentissage
Profil recherché
Vous possédez une expérience de 4 ans minimum en Microsoft BI : SSIS, SSRS, SSAS, Power BI.
Vos compétences techniques :
Indispensables : SQL Server, SSAS, SSRS, SSIS, T-SQL, DAX, MDX
Appréciées : Azure Datalake, Azure SQL Database, Azure Analysis Services, Azure HD Insight, Azure Stream Analytics, Power BI, Python, R, Machine Learning
Vos softskills :
Vous êtes passionné de l'ingénierie décisionnelle
Vous disposez de qualités relationnelles : esprit d'équipe et sens du « service client »
Vous maîtrisez les aspects techniques d’un projet
Vous avez le sens des priorités et la capacité à gérer les délais
Vous aimez le travail en mode multi-projets
Vous êtes ambitieux et souhaitez être certifié Microsoft.
Vous possédez un anglais professionnel courant (écrit et oral).
Déplacements :
Missions en Île de France
Notre siège est basé à Viroflay : accessible depuis St Lazare en 35 minutes et de Montparnasse en 15 minutes via les lignes L, N ou RER C – Gares de Viroflay à 10 minutes à pied des locaux
Type d'emploi : Temps plein, CDI
Salaire : 45 000,00€ à 55 000,00€ /an
Expérience:
consultant microsoft bi/powerbi (h/f) - cdi ou similaire: 3 ans (Souhaité)
Lieu:
Paris (75) (Souhaité)
il y a 30+ jours
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=301b53dbf74d0e90,senior,cdi,45 000 € - 55 000 € par an,Annuel,"[45000, 55000]",45000.0,55000.0
Consultant Power BI H/F,Savane Data,Paris (75),"Paris (75)
CDI
30 000 € - 50 000 € par an
Contexte de la mission :
Le contexte de la mission est un projet de développement sous Power BI.
La mission nécessite tout d’abord de concevoir et d’alimenter un datamart métier sous SQL Server et de s’intéresser à la qualité des données produites.
Les indicateurs des tableaux de bord devront être spécifiés en relation avec le métier, un dossier de spécifications sera rédigé.
Une fois les développements réalisés, un transfert de compétence sera pris en charge dans le cadre de la mission.
Le consultant devra être force de proposition dans un contexte d’évolution constante du produit.
Responsabilités confiées :
Le consultant travaille en autonomie sur son projet sous la responsabilité d’un chef de projet.
Il est notamment responsable de la qualité des rapports produits.
Il participe à l’animation de la structure Savane.data (capitalisation des compétences, support technique sur les autres projets Microsoft de la société).
Profil recherché (compétences techniques et fonctionnelles) :
2 ans d’expérience minimum dans le secteur de l'assurance, banque, marketing...
Le candidat doit avoir déjà travaillé dans des environnements Microsoft
SQL Server : indispensable niveau confirmé
Développement Power BI : indispensable niveau junior ou confirmé
Suite MS BI : SSIS, SSRS : un plus si niveau confirmé
Anglais courant souhaité mais non éliminatoire.
Excellente aisance à l’oral indispensable : français impeccable, très bonne capacité pour présenter ses expériences.
Type d'emploi : CDI
Salaire : 30 000,00€ à 50 000,00€ /an
Expérience:
consultant power bi h/f ou similaire: 2 ans (Souhaité)
il y a 30+ jours
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=a07eeeb58f46aafc,confirmé,cdi,30 000 € - 50 000 € par an,Annuel,"[30000, 50000]",30000.0,50000.0
CHARGE (E) DE PERFORMANCE BI - Junior- H/F - Siège,Groupe Elsan,Paris (75),"Paris (75)
CDI
40 000 € par an
Description de l'offre
CHARGE (E) DE PERFORMANCE BI - Junior- H/F - Siège
Contrat :CDI
Temps de travail :Temps plein
Expérience :Moins de 2 ans
Niveau d’études :Maitrise, IEP, IUP, Bac+4
Salaire :40000€ brut annuel - 15%
Votre mission chez Elsan :
, groupe leader dans l’hospitalisation privée en France, compte aujourd’hui 23 000 collaborateurs et 6500 médecins libéraux qui exercent dans les 123 établissements du groupe. Ils prennent en charge plus de deux millions de patients par an. ELSAN propose une offre médicale de grande qualité qui répond aux attentes des patients et des médecins en apportant des solutions technologiques et organisationnelles innovantes.
ELSAN permet aussi à chacun de bénéficier de la mise en commun des talents et des ressources du groupe.
Au sein de la Direction Générale des Opérations, le Pilotage de la Performance intègre le Pôle Data BI en charge de la conception, fiabilisation et animation des tableaux de bord de pilotage des établissements et de la Direction Générale (RH, services de soins, achats médicaux, recettes annexes, finance…).
Missions
Nous recherchons un Chargé (e) de performance BI Junior (H/F) dont les missions seront les suivantes :
Conduite de projets liés aux outils et aux données ;
Maintien en condition opérationnelle des outils existants (reportings de performance et outil d’élaboration budgétaire) ;
Contribution à la réalisation des nouveaux outils d’aide à la décision;
Amélioration en continu de la qualité de la donnée et des outils de pilotage ;
Support et formation des utilisateurs ;Travail en étroite collaboration avec le contrôle de gestion opérationnel, les différentes directions métier du groupe, les interlocuteurs en établissements et les prestataires externes.
Autres
Poste à pourvoir au sein du Siège social Paris 8, dès que possible
Rémunération: 40 000€ bruts annuel + variable
Mutuelle 100% prise en charge par l'employeur
Tickets restaurant
Remboursement de transport
Compétences requises
Profil de candidat recherché :
Anglais professionnel ;
Compétences Excel obligatoires - VBA, Power BI (DAX et M) souhaitées ;
Esprit d’analyse et de synthèse pour proposer rapidement des solutions aux problèmes rencontrés ;
Esprit critique sur les besoins exprimés ;
Prise de recul et grande rigueur sur les travaux réalisés ;
Intérêt pour le secteur de la santé ;
Curiosité et compréhension des métiers des fonctions support siège.
ActuSoins - il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=9eb3c642908c9002,junior,cdi,40 000 € par an,Annuel,[40000],40000.0,40000.0
Chef de Projet BI,TALENTS RH,Clichy (92),"Clichy (92)
Temps plein, CDI
3 400 € - 3 800 € par mois
TALENTS RH, société de recrutement spécialisée Profils Rares & Hautes Compétences, recherche, pour l’un de ses partenaires, un Chef de Projet BI.
Missions :
Pilotez les projets, tâches ou demandes des clients (techniques, fonctionnels, transverses)
Animez les solutions BI Self-Service autour de la solution Power BI
Assurez le cadrage et coordonnez les tâches de réalisation en collaboration avec le centre de service décisionnel
Veillez à assurer la qualité technique (modèle de données, architecture) et fonctionnelle des solutions délivrées
Participez aux différents chantiers de transformation du Pôle
Profil :
Vous justifiez d’une expérience de 5 ans minimum dans le décisionnel dont 2 ans dans la gestion de projets décisionnels
Vous avez une bonne connaissance de l’outil Power BI
Habitué(e) à travailler en mode collaboratif, vos capacités d’adaptation et d’analyse vous permettent d’intervenir sur des projets complexes
Type d'emploi : Temps plein, CDI
Salaire : 3 400,00€ à 3 800,00€ /mois
Expérience:
chef de projet H/F: 5 ans (Souhaité)
Formation:
Bac +3 (Licence / Bachelor) (Souhaité)
il y a 30+ jours
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=1192c159dcbab3ae,senior,cdi,3 400 € - 3 800 € par mois,Mensuel,"[3400, 3800]",40800.0,45600.0
CONSULTANT DÉCISIONNEL SENIOR BI,Harnham,Paris (75),"Paris (75)
CDI
55 000 € - 70 000 € par an
CONSULTANT DÉCISIONNEL SENIOR BI
PARIS
SALAIRE : 55K - 70K
Vous avez plusieurs années d'expertise et toujours à l'affût des dernières tendances ? Alors envoyez votre candidature !
L'ENTREPRISE :
Passionné par la data et le luxe ? Cette société est un des leaders du retail de luxe et ils s'agrandissent encore plus. Aujourd'hui c'est leur équipe BI/ Data qui grandit, ils sont à la recherche d'un nouveau consultant décisionnel BI sénior !
LE POSTE:
En tant que consultant décisionnel BI, en plus de travailler sur toute la chaîne décisionnelle, voici vos responsabilités :
Prendre en charge l'analyse des besoins et problématiques
Rédaction du cahier des charges
Préconiser des solutions adaptées
Rédaction des spécifications
VOTRE PROFIL:
Expertise des outils reporting
Maîtrise de SAP Business Object et MSBI
Qualités relationnelles
Prêt à faire face à différents challenges
AVANTAGES :
Structure à taille humaine et en plein développement ! Avec des heures flexibles si besoin !

COMMENT POSTULER :
Si vous êtes intéressé(e), merci de faire part de votre CV à Diane Toulemonde
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=4894789beab8d33c,senior,cdi,55 000 € - 70 000 € par an,Annuel,"[55000, 70000]",55000.0,70000.0
LEAD TECHNIQUE BI,Harnham,Paris (75),"Paris (75)
CDI
55 000 € - 60 000 € par an
LEAD TECHNIQUE BI
PARIS
SALAIRE : 55K - 60K
Vous êtes un expert de la stack MSBI et prêt pour un nouveau challenge de Lead technique ? Alors jetez un il ici !
L'ENTREPRISE :
Un des plus grands groupes dans le secteur du gaming, ils sont en recherche d'une nouvelle perle rare pour leur équipe d'experts !
LE POSTE:
Sous le rôle d'expert technique/ Lead en BI, vos responsabilités seront variées et les principales seront :
Aider au développement de l'équipe
Démonstration des rapports et dashboards
Développement des solutions
Participation et création d'ateliers
Référant technique
VOTRE PROFIL:
Profil expérimenté et confirmé
Maitrise parfaite de MSBI et SQL
Bonne communication et aisance face aux clients
Expérience en Big data
Prêt à faire face à différents challenges
AVANTAGES :
Cette entreprise sait s'adapter et évoluer. Une possibilité d'évolution en interne avec une belle ambiance d'équipe !

COMMENT POSTULER :
Si vous êtes intéressé, merci de faire part de votre CV à Diane Toulemonde
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=f51d2909799a814f,senior,cdi,55 000 € - 60 000 € par an,Annuel,"[55000, 60000]",55000.0,60000.0
CHEF DE PROJET BI,Harnham,Paris (75),"Paris (75)
CDI
50 000 € - 55 000 € par an
CHEF DE PROJET BI
PARIS
SALAIRE : 50K - 55K
Rejoignez une équipe d'experts BI, travaillez avec les dernières technologies BI Microsoft au cur de Paris et faites avancez des projets d'envergure !
L'ENTREPRISE :
Vous serez au sein d'un des plus grands groupes du secteur immobilier prêt à faire bouger les choses et conscient de l'évolution de la data. Solutions innovantes et projets de qualité, vous serez le point stratégique de l'équipe. Vous êtes ouverts à de nouvelle opportunité ? Celle-ci est faite pour vous!
LE POSTE:
Dans ce cadre, vous piloterez les équipes de développement et serait le garant de chaque projets que vous gérerez, mais aussi :
Pilotage général des projets
Piloter les équipes de prestataires
Analyse des besoins
Développement de solutions/ outils
Création de dashboard
VOTRE PROFIL:
Vous utilisez SQL Server
Expertise sur MSBI et PowerBI
Appétence pour Azure
Niveau d'anglais opérationnel
Vous avez de l'expérience en méthode Agile
AVANTAGES :
Vous y retrouverez une vraie ambiance d'équipe avec un environnement sein et des opportunité d'évoluer sur différents outils.

COMMENT POSTULER:
Si vous êtes intéressé, merci de faire part de votre CV à Diane Toulemonde
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=1f907eb63d48f934,senior,cdi,50 000 € - 55 000 € par an,Annuel,"[50000, 55000]",50000.0,55000.0
CONSULTANT BI,Harnham,Paris (75),"Paris (75)
CDI
35 000 € - 45 000 € par an
CONSULTANT BI
PARIS
SALAIRE : 35K - 45K
A la recherche d'une prochaine expérience qui vous fera aller au-delà de la BI ? Prêt pour évoluer vers la BigData ? Alors c'est à vous de jouer !
L'ENTREPRISE :
Cette société est l'avenir du marketing et recherche un consultant BI prêt à relever de nouveaux défis ! Une entreprise reconnue avec la culture d'une startup, une présence internationale au sein d'équipe à taille humaine, vous évoluerez dans un environnement BI et Data autour d'experts.
LE POSTE:
Votre mission sera d'amener la société encore plus loin ! Vos responsabilités de tous les jours seront les suivantes :
Gestion d'un ou plusieurs clients
Assister les differentes équipe
Gestion de toute la chaine décisionnelle
Développement de data
Création de dashboard
VOTRE PROFIL:
Vous êtes autonome mais aime travailler en équipe
Outils : SQL Server, SSIS
Envie de s'orienter vers la BigData
Vous avez une Casquette technico fonctionnelle
AVANTAGES :
Pour eux, partager est important, ca sera autour d'apéros et autres activités que vous pourrez apprendre à mieux connaître les équipes et ça même à l'internationale !

COMMENT POSTULER:
Si vous êtes intéressé, merci de faire part de votre CV à Diane Toulemonde
il y a 30+ jours
- Continuer pour postuler
Signaler cette offre d'emploi",,BI,Paris,14/10/2019,vjk=d6e39ec1a8c97519,senior,cdi,35 000 € - 45 000 € par an,Annuel,"[35000, 45000]",35000.0,45000.0
