Titre,Nom_Entreprise,Adresse,Salaire,Descriptif_du_poste,Date_de_publication,métier_sc,loc_sc,Date_sc,Identifiant
Business Manager – Data science et intelligence artificielle...,Davidson consulting,Boulogne-Billancourt (92),vide,"Boulogne-Billancourt (92)
CDI
Vous êtes créatif, curieux, passionné et avez la fibre entrepreneuriale ?
Vous allez vous éclater, vous aurez en effet une vision 360° de votre activité, en
Ayant en charge l’élaboration de l’offre, le développement et la fidélisation de votre portefeuille clients.
Portant et optimisant l’offre Davidson dans les domaines suivants : data science, intelligence artificielle, bots, etc.
Développant des partenariats avec des éditeurs et des startups dans le domaine
Organisant des événements / meetups en rapport avec le domaine
Réalisant une veille technologique et scientifique dans le domaine
Vous êtes Sympa, humble et aimez les gens ?
Et oui …l’humain étant au cœur de notre métier, vous ne ferez pas l’économie
De bien connaitre vos équipes pour être capable d’identifier rapidement les irritants et de les traiter avec pertinence.
D’impulser des « good vibes » au sein des équipes de consultants
Du Management de proximité pour vos consultants & clients ; la « porte ouverte » n’est pas une vue de l’esprit chez Davidson
Vous aimez les challenges & responsabilités ?
Nous allons booster votre carrière
Chez Davidson les responsabilités ne se demandent pas mais se prennent …
Vous évoluerez rapidement en intervenant sur des offres complexes (forfaits et centres de services), en étant responsable de comptes clients, et d’équipes de managers (en tant que patron de Business Unit ou Dirigeant associé de filiales)
Profil
De formation Bac+5, vous êtes issu d’une école d’ingénieur. Vous aimez relevez des challenges, vous êtes endurant, autonome, empathique et ultra dynamique.
Première expérience dans le domaine de la Data Science et/ou de l’intelligence artificielle. Connaissances avérées dans les domaines Machine Learning, Deep Learning, Tensorflow, etc.
Salaire fixe + variable non plafonné + avantages.
DAVIDSON - il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,06/10/2019,vjk=15d631452fb3bb2a
TECHNICIENS DE MAINTENANCE BT/HT DATA CENTER,Dixit,Marne-la-Vallée (77),20 000 € - 30 000 € par an,"Marne-la-Vallée (77)
20 000 € - 30 000 € par an
Sous la direction du Responsable de site, vous aurez pour missions :
Gestion et modifications des installations électrique Basse et haute tension, CVC, réseaux
Installer les équipements, câbler les racks/baies et étiqueter
Maintien des température et hygrométrie des salles data
Assurer la configuration redondante des équipements Electrique HT /BT et froid
Assurer et maintenir le câblage dans les respects des standards et procédures
Mise en place d'amélioration sur l'exploitation (redondances et criticités) des équipements, et du suivi maintenance
Mise en place de solutions de dépannage et assurer le remplacement des pièces et équipements défectueux
Gestion des incidents
Permanence et Astreintes
Maitriser les équipements Electrique et froid (consignation, redémarrage des équipements)
Réaliser des tests de fiabilité

De formation Bac pro à BTS en électrotechnique ou CVC, vous avez une expérience significative en Data center ou industrie, c'est à dire avoir conscience des risques en cas de perte d'exploitation.

Longues missions basée dans le 77 (Proche Marne la Vallée).
Différents postes en horaires classiques ou horaires de quart (ex: 3x8)
Salaire à définir en fonction de l'expérience.
1001interims - il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,06/10/2019,vjk=94a5057033adb06c
Stage - IT Data Designer - Mise en place d'outils d'analyse-...,Société Générale,La Défense (92),vide,"La Défense (92)
Stage
Mission
Le IT DATA DESIGNER anime les principes de gouvernance des données au sein de sa DSI. Sous la responsabilité de votre maître de stage ou de votre tuteur, vous participerez aux missions suivantes :
Animer les sujets Données auprès des populations de la DSI (responsables d’application, chefs de projet…), sur les normes à appliquer aux données, en lien avec le data management office de son périmètre :
Vérifier que les procédures sont en place pour garantir la mise en conformité des livrables aux politiques sur les données et aux standards d’architecture des données.
Déployer les normes et standards en termes de description applicative des données sur le périmètre qui lui est alloué :
Concevoir les modèles de données et modèles d’échange de données applicatifs.
Garantir la cohérence des modèles de données applicatifs avec les modèles métier, en coordination avec les architectes de données métier.
Animer les populations de la DSI sur la connaissance des données.
Guider les projets dans le respect des normes et standards s’appliquant à la description applicative des données, notamment :
Conformité aux principes d’architecture des données métier.
Promotion de la réutilisation du patrimoine sur les données.
Cohérence d’ensemble entre les différents domaines de données et domaines applicatifs.
Contribuer aux campagnes de data lineage en relation avec les équipes métier et IT.
Définir et déployer l’outillage sur les données pour les équipes IT.
Prenez votre place dans LA banque relationnelle, engagée pour ses clients et ses collaborateurs !
Tous nos postes sont ouverts aux personnes en situation de handicap.
Profil
Vous souhaitez effectuer un stage au sein de la Société Générale et vous êtes un étudiant de niveau Bac+5 en Ecole d’ingénieur, avec une spécialisation en informatique. Vous avez une expérience significative dans l’architecture métier et applicative. De plus votre niveau d'anglais est courant.


Vous démontrez les compétences métier suivantes :
Solides connaissances en architecture des systèmes d’information et en modélisation informatique (UML).
Connaissance en architecture fonctionnelle et applicative de la donnée.
Maîtrise des architectures de gestion des données et des flux (référentiels, datawarehouse, datalakes, couches d’échanges et de distribution… ).
Connaissances fonctionnelles solides.
Modélisation des données (VML).

Et si c'était vous ?
Postulez dès maintenant !

Si votre candidature est sélectionnée, vous serez directement contacté par un opérationnel pour un entretien de motivation.

Durée du stage : 6 mois
Stage basé à : La Défense
Gratification selon grilles SG.

Environnement
ITEC est la direction Informatique de SGCIB Banque d'investissement de la Société Générale.
Le département Financing au sein de la direction ITEC est le département informatique en charge des systèmes d'information des activités de financement sécurisés (Repo et prêts-emprunts).
Ce département est également en charge du développement et du support des applications Front utilisées par d'autres business lines.

Les données étant reconnues comme un actif stratégique de la banque, elles constituent aujourd’hui un enjeu majeur pour le groupe Société Générale. Un programme a été lancé pour développer / créer de la valeur autour de cet actif sur quatre réalités distinctes : sa qualité, sa protection, son utilisation et le développement des usages, sa gouvernance.


Rejoignez la communauté DATA au sein du groupe Société Générale pour couvrir à la fois les enjeux business (Marketing, Risques, Finance, Opérations, Juridique) et technologiques liés à la donnée.

Référence: 1700160B
Entité: SG CIB
Date de début: Immédiat
Date de publication: 01/07/2019
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,06/10/2019,vjk=4dbf8d39d118bf0b
Data Integration Senior Consultant BizTalk – C#/.Net,MiddleWay,Paris (75),vide,"Paris (75)
CDI
En tant qu’expert BizTalk Server / stack middleware Microsoft, vous participez à des missions de conseil / architecture et ferez parti de l’équipe d’experts MiddleWay. Vous intervenez pour nos clients grands comptes et organisations en Ile de France et ponctuellement sur d’autres sites situés en France et/ou en Europe.
Les responsabilités
Vos missions vous amènent à réaliser les tâches suivantes :
– Architecture de solutions d’interopérabilité
– Conception et modélisation d’API et de solutions d’intégration
– Coaching et formation
– Participation à la mise en place des solutions préconisées avec les équipes de nos clients
– Encadrement des équipes MiddleWay en charge de l’implémentation.
Les conditions
contractuelles
Le contrat qui vous sera proposé est un CDI.
Vous aurez la possibilité de faire du télétravail.
Les compétences
Tout ou partie des compétences suivantes sont requises :
– BizTalk Server
– C# / .NET
– Windows Azure
– Design d’API
– Anglais
il y a 9 mois
Signaler cette offre d'emploi",il y a 9 mois,,,06/10/2019,vjk=dc800733fbd0a31d
15800 - Data Operations Executive M/F,KANTAR,Puteaux (92),vide,"Puteaux (92)
We go beyond the obvious, using intelligence, passion and creativity to inspire new thinking and shape the world we live in.
To start a career that is out of the ordinary, please apply...
Job Details
Les experts du Pôle TGI de Kantar Media analysent les comportements de consommation et les comportements Média dans plus de 70 pays afin d’accompagner les régies publicitaires dans la monétisation de leurs supports, les agences media pour la définition de leurs stratégie média, les agences de publicité et digitales et enfin les annonceurs peuvent aussi bénéficier en direct des données TGI. Avec le lancement en France de TGI Clickstream, Kantar Media offre un outil stratégique innovant pour tous les leviers du web (brand content, social media, monétisation des sites). Avec TGI Advantage et TGI Digital Planner, Kantar Media développe de nouveaux outils pour le ciblage en programmatique grâce à une data fiable, smart et opérationnelle.
Dans le cadre de cette activité, nous recrutons un(e) :Chargé de Traitement des Données en CDD 10 mois.
Key outcomes:
Au sein du département TGI, vous êtes rattaché(e) au Directeur de Production.
Vous participez à la conception et la réalisation des questionnaires.
Vous validez chaque étape de production de ces questionnaires :
contrôle et vérification des données de nos études,
tri des données chiffrées, organisation de la base de données tout en respectant les plannings.
Elaboration de report sous Excel et tableaux croisés dynamiques.
Profile:
Bac+2/3 (DUT STID), vous êtes fortement motivé(e) par l’univers des études et des médias.
Vous disposez d'une bonne compréhension des données chiffrées. Vous êtes polyvalent(e) et avez un grand sens du travail en équipe, votre rigueur et votre organisation ainsi que votre curiosité sont des atouts pour occuper ce poste, ne ratez pas cette opportunité ! La connaissance de l’anglais est indispensable
Brand
Kantar Media
Location
Paris, av du General de GaulleFrance
Kantar Rewards Statement
At Kantar we have an integrated way of rewarding our people based around a simple, clear and consistent set of principles. Our approach helps to ensure we are market competitive and also to support a pay for performance culture, where your reward and career progression opportunities are linked to what you deliver.
Join our team and you’ll be part of the 30,000 colleagues and 9 world leading research, data and insight brands that make up Kantar. At the heart of WPP, our unique consumer insight inspires clients around the globe to create and flourish in an extraordinary world.
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,06/10/2019,vjk=14502a597afc250d
Consultant(e) Manager Transformation Data,Rhapsodies Conseil,Paris (75),vide,"Paris (75)
CDI
Description du poste

La Transformation Data nous permet d’accompagner nos clients sur la stratégie, les usages, la culture et la maîtrise de leurs données.
Dans ce cadre, nous recherchons un Manager Transformation Data pour mener des missions de conseil auprès de nos clients et accompagner le responsable de l’équipe Transformation Data dans le développement de la valeur proposée.
A ce titre votre activité vous permettra de :
Mener une veille sur les sujets émergents de la Transformation Data,
Développer les offres existantes et à venir,
Créer les méthodes et outils pour réaliser nos missions,
Mener et contribuer à des avant-ventes (détection, qualification, réponse…),
Contribuer au recrutement (identification, entretiens, offres…),
Coacher des consultants (développement des compétences, contribution aux activités, évolution…),
Communiquer, en interne comme en externe (présentations, billets…).

Vous mènerez également des missions de conseil auprès de nos clients pour :
Orienter la stratégie Data de nos clients, à travers une vision et des convictions, pour valoriser et protéger leurs données,
Cadrer les usages Data de nos clients et faire le design des chaines de valorisation de données, des sources de données jusqu’aux usages des métiers,
Piloter des projets Data depuis les échanges avec les métiers jusqu’à leur concrétisation,
Contribuer à la construction et à la diffusion d’une culture Data,
Construire le cadre de gouvernance et de régulation des données (modèle opérationnel, rôles et responsabilités, instances, processus, outils),
Cadrer la mise en conformité GDPR (périmètre, dimensionnement, état des lieux, diagnostique, feuille de route)
Faire de la modélisation des données un levier d’échange et de valeur avec les métiers, l’écosystème et les projets,
Accompagner les initiatives autour de la Data science, de l’intelligence artificielle (Machine learning, Deep learning…), des algorithmes, du temps-réel,
Adopter des démarches frugales pour atteindre les résultats recherchés en utilisant de manière optimale les ressources disponibles.

Description du profil

Vous maîtrisez des domaines clés de la Transformation Data (modélisation, architecture, Master Data Management / MDM, gouvernance et qualité des données, data management, cadrage des usages, culture data, etc.) et vous vous appuyez sur un diplôme de type Bac + 5.
Vous êtes pragmatique, aimez prendre l’initiative et vous adaptez facilement à un contexte en constante évolution.
Votre aisance relationnelle, le travail en équipes / communautés et votre sens de l’objectif commun vous permettrons de vous intégrer facilement dans notre environnement où les nouveaux modes de management deviennent notre quotidien.

Présentation de l’entreprise
Rhapsodies conseil, un cabinet pas comme les autres …
Ce qui nous démarque ? Notre ADN. Et oui ! Le conseil en management est inscrit dans les veines de chacun de nos consultants.
Du conseil, certes, mais dans un environnement propice à l’épanouissement de chacun.
Nos consultants évoluent au sein d’un environnement stimulant, bienveillant et convivial fondé sur le développement, le partage de connaissances, l’ouverture d’esprit ainsi que la valorisation des potentiels.
Ce que nous voulons aujourd’hui, c’est partager l’aventure avec les meilleurs d’entre vous !
Et n’oubliez pas, chez Rhapsodies, on se choisit !

Rencontrons-nous, nous aurons le plaisir de vous montrer que ce ne sont pas que des mots.
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,06/10/2019,vjk=2f6f82ac9936ac53
Data Protection Officer – DPO (H/F),Cisif,Boulogne-Billancourt (92),vide,"Boulogne-Billancourt (92)
Notre client, leader européen dans son domaine, présence mondiale, recherche un DPO (Data Protection Officer) pour l’accompagner dans la mise en place de la conformité avec le règlement sur la protection des données personnelles.
La mission consiste à piloter l’ensemble des phases de la mise en place de la GDRP :
Inventaire des données, audit, rédaction de la politique de gestion des données, mise en place de la gouvernance
Analyse des spécificités par pays
Définition des process, intégration des données dans les projets informatiques
Mise en conformité
Mise en place des bonnes pratiques juridiques et techniques
Assurer le suivi avec les instances internes et externes

Profil : formation supérieure Bac+5, expérience minimum de 3 ans dans la gestion de projets liés à la gestion des données, bonnes connaissances des règlementations RGPD, bonnes connaissances de la culture et des acteurs informatiques – Anglais courant.
il y a 9 mois
Signaler cette offre d'emploi",il y a 9 mois,,,06/10/2019,vjk=fece8e84c7e0a25d
Data Manager H/F,JOHN PAUL,Paris (75),vide,"Paris (75)
Temps plein, CDI
A PROPOS DE JOHN PAUL
John Paul est le numéro 1 mondial des services de relation client premium et de fidélisation des salariés. Avec plus de 1.000 collaborateurs, le groupe offre un service de conciergerie sur mesure, 24 heures sur 24 et 7 jours sur 7 dans le monde entier. John Paul a réinventé l’un des plus beaux métiers du monde pour créer le ‘’Concierge augmenté’’ : le concierge de la plus grande tradition, avec les moyens nés de la révolution numérique.
John Paul accompagne les grandes marques dans l’élaboration de programmes affinitaires en cultivant les valeurs immuables du Concierge : mémoire, intuition, engagement, réseau et une inconditionnelle discrétion. Doté des meilleures expertises métiers, d’outils technologiques brevetés et de réseaux de partenaires exclusifs à travers le monde, John Paul offre la solution la plus globale aux entreprises et marques prestigieuses dans plusieurs secteurs : la banque, l’automobile, le transport, les télécoms, la santé, l’assurance, le luxe…

MISSIONS
Au sein du Pôle Digital et intégré à l’équipe Data, votre rôle sera de :
Collecter, comprendre et traduire les besoins des équipes métiers (client success, marketing, partenariat…)
Proposer des options et une réponse la plus adaptée au besoin (reporting, machine learning, segmentation, scoring, analyse textuelle…)
S’assurer de la fiabilité de la réponse et de son adéquation au besoin, ainsi que du respect des plannings
Connaître parfaitement les données disponibles chez John Paul, leurs qualités et leurs défauts
Etre en capacité de proposer des méthodologies innovantes pour mieux comprendre le comportement de nos membres
Echanger avec les équipes Products et IT pour améliorer constamment la qualité des données à votre disposition
Etre force de proposition pour augmenter l’utilisation de la data chez John Paul, tant sur le plan quantitatif que qualitatif.
Vous aimez travailler la donnée sous toutes ses formes (structurée et non structurée), de toutes origines (conciergerie, web-analytique, CRM, téléphonie, réseaux sociaux, open data…) et ce, sur tout son cycle (collecte, transformation, utilisation, amélioration). La transmission de cette connaissance aux autres équipes et l’utilisation concrète de vos conclusions représente, pour vous, une source de motivations et pour nous une preuve de succès.
Vous intégrerez une équipe exigeante, dynamique et soucieuse d’offrir à ses clients un service répondant aux très hautes exigences du secteur du luxe.

PROFIL
De formation supérieure en statistiques, data science ou mathématiques appliquées, le candidat idéal devra :
Faire preuve de rigueur, d’autonomie, de curiosité et d’écoute
Être capable de mettre en pratique ses connaissances techniques sur des problématiques et des données réelles, en collaboration avec les équipes marketing
Être force de proposition et dans une démarche positive
Avoir participé à la mise en place de reportings via des outils de type Tableau, Birst, Qlik, Looker…
Avoir une première expérience des données Web Analytics (mise en place du tracking et exploitation)
Avoir des connaissances en bases de données (manipulation, aspects fonctionnels)
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,06/10/2019,vjk=fb87fc5d2ac1cdbc
Data Privacy Expert (F/M),AXA General Insurance,La Défense (92),vide,"La Défense (92)
Data Privacy Expert (F/M) (18000B8G)
PRIMARY LOCATION : FRANCE-92-HAUTS-DE-SEINE-PARIS LA DEFENSE CEDEX
ORGANIZATION : AXA Technology Services
SCHEDULE : Full-time
DESCRIPTION
POSITION MISSION & MAIN ACTIVITIES

Data Privacy policies and governance
Develop and adapt AXA Services policies on data privacy in accordance with security local laws.
Develop and create appropriate privacy confidentiality consent forms, authorization forms, and information notices and materials reflecting current organization and legal practices and requirements.
Adopting and implementing detailed requirements or guidelines to assure a compliant handling of specific matters as deemed necessary such as:
IT Project Management when personal data is involved
Third party management: risk assessment and contract management
Sensitive Personal Data: Greater emphasis on whether and how to process this type of data
Design complaints procedure. Detailed guidance as to how employees and non-employees
Data Privacy management and governance
Training and providing juridical consultative advice to all the areas and departments of the entity in question (in this case AXA Services corporate) with regards to Data Privacy matters
Supporting and controlling a general data protection register (both as Data Controller and Processor) containing all data processing in use and current information about purpose).
Support to the different projects providing Data Privacy assessment and sign-off when satisfied on compliancy with local applicable laws
Collaborates with the teams in charge to respond to requests for access to and correction of personal information and general issues concerning personal information (i.e. rights of access, rectification, cancellation and similar requests).
Support on drafting internal or external data privacy agreements
Reviewing and monitoring business activities and vendor contracting and negotiations
Attendance at Data Privacy, Security or similar Committees;
Coordination and management of responses to incidents involving Personal Data (e.g. Unauthorized access or disclosure);
Permanent Control: Ensuring on a regular basis that data processing applications and processes are compliant.
Control of Data Privacy Regulations
Monitors both local and other relevant Data Privacy related regulations impacting the Company (GDPR + local regulations).
Creates an environment that promotes compliance with Data Privacy related regulations.
Interface with corporate governance bodies
Communication and reporting to the local data protection authority (if existing) and other relevant regulators, attendance at data protection authority inspections and audits, handling audit submissions and other information submission requirements;
Build on a strong working relationship with the management of the compliance & governance function, guaranteeing the global needs of the organization.
Build on the relation with the AXA Services local governance bodies, Axa OpCos
Coordination with the local Risk, Security, Legal, HR, Physical Security, IT Operations, Finance and Internal Audit function on Data Privacy matters
Communication and reporting to the local data protection authority (if existing) and other relevant regulators, attendance at data protection authority inspections, handling audit submissions and other information submission requirements.
Keeping Senior and Business Management informed about their responsibilities regarding Data Privacy

QUALIFICATIONS
PROFILE, SKILLS & COMPETENCIES
1. Profile
A previous Data Privacy / Compliance experience (at least Master graduate or equivalent – Legal or IT Security).
At least 4 to 6 years of professional experience (preferable including contract negotiation).


2. Skills & Competencies
A. Results Orientation
Ability of tasks prioritization with a clear action plan defined.
Develop an internal sense of urgency to complete tasks.
Holds self and others accountable for delivering high-quality results on time and within budget.
Challenge of ineffective work processes and promote constructive alternatives.
Use of the appropriate criteria to regularly evaluate work processes, services and deliverables.
Solicits and/or provides information that could affect the planning, programs and decision-making for the organization.
B. Change Leadership / Collaboration and Influencing
Ability to build strong working relationships across a broad and varied mix of people and skills in IT and across business organizations.
Ability to win the trust of internal customers and other parts of the organization while challenging and fostering chang
C.Team Spirit

Excellent communication skills at all levels.
A collaborative work style and team-building mind-set with excellent project management skills.
Intercultural sensitivity.
Flexibility.

ABOUT AXA
Would you like to wake up every day driven and inspired by our noble mission and to work together as one global team to empower people to live a better life? Here at AXA we strive to lead the transformation of our industry. We are looking for talented individuals who come from varied backgrounds, think differently and want to be part of this exciting transformation by challenging the status quo so we can push AXA - a leading global brand and one of the most innovative companies in our industry - onto even greater things.
In a fast-evolving world and with a presence in 64 countries, our 166,000 employees and exclusive distributors anticipate change to offer services and solutions tailored to the current and future needs of our 103 million customers.


WHAT WE OFFER
At AXA, we lead an HR policy that encourages diversity, maintains your professional and private life balance and accelerates the skills and career development : promotion of diversity, remuneration policy, training device, ... Discover everything that makes AXA an employer of choice.
Whatever your job is, we strive to offer you career opportunities. Our goal is to develop your skills to support the transformation of our changing business.
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,06/10/2019,vjk=7b8867f33073a4c2
Consultants Senior - Managers Risks/Data Quality HF,Cognizant,Paris (75),vide,"Paris (75)
Cognizant Consulting recrute des Consultants Seniors et des Managers H/F pour son équipe Data Governance, qui, au sein de notre practice Finance Risk & Compliance, accompagne les plus grands établissements bancaires sur des projets liés à leur transformation digitale et à leur actif le plus précieux qu’est la donnée, de la mise en place des nouveaux rôles liés aux données (CDO, DQM, Data Designer) à l’imagination de solutions de « Data Visualization » pour les métiers.

Vos responsabilités :
Vous accompagnerez nos clients dans la résolution de leurs problématiques :
Mise en place d’organisations centrées sur la donnée et déploiement des nouveaux rôles liés aux données (CDO, DQM, Data Designer). RACI entre les métiers, les projets et les équipes informatique et accompagnement du Chief Data Officer dans sa feuille de route ;
Réalisation de projets de transformation ou de digitalisation de processus ;
Accompagnement des directions métiers dans leurs projets de mise en conformité réglementaire (GDPR, BCBS 239, …) ;
Diagnostic d’organisation et proposition d’amélioration de l’efficacité opérationnelle ;
Mise en place d’une gestion des usages des données ;
Proposition d’innovations pour mieux utiliser les données, les agréger et les restituer.
Vous participerez également à l’animation de la practice (structuration des offres, veille et recherche, rédaction d’articles sur les sujets clés, formations, recrutement…), contribuant ainsi au développement du cabinet.

Votre parcours :

Bac+5, avec une orientation gestion ou ingénierie ;
3 à 8 ans d’expérience acquise soit en cabinet de conseil dans des équipes similaires, soit en banque (Direction des Risques, Direction Financière, Data Management Office, Inspection Générale, Direction Projets) ;
Connaissances du domaine bancaire ;
Appétence pour les projets de transformation, d’innovation ou de digitalisation ;
Bonne culture organisationnelle des filières risque, finance et compliance des institutions financières ;
Compétences managériales et commerciales démontrées (pour les profils les plus expérimentés) ;
Excellent relationnel, esprit d’équipe, sens du service, qualités d'adaptation, de rigueur et de proactivité ;
Anglais courant (oral/écrit).

Vos motivations à nous rejoindre :

Intégrer une équipe dynamique, bienveillante et motivée par de nouveaux challenges ;
Rejoindre une structure à taille humaine (300 consultants), dans laquelle vous serez au cœur d’une culture entrepreneuriale forte et participative ;
Cultiver un état d’esprit : orientation clients, goût du challenge et de l’excellence, esprit entrepreneurial fort envie de construire, d’apprendre et se dépasser dans le cadre d’une ambition collective.

Vous vous reconnaissez et avez des envies de changements ? Postulez !
Nous vous garantissons la confidentialité la plus totale tout au long de nos échanges.

Conformément à la loi n° 2004-1486 du 30 décembre 2004, Cognizant s’engage à lutter contre toute discrimination et ce dans le respect de l’égalité des chances et de la diversité.

Cognizant (NASDAQ-100 : CTSH) est l’une des principales sociétés de conseil et de services dans le monde. Elle accompagne les entreprises dans leur transformation stratégique, opérationnelle et technologique à l’ère du digital. Avec son approche unique par le métier et le conseil, Cognizant aide ses clients à envisager, concevoir et opérer leurs activités d’une façon plus innovante et efficace. Son siège social se trouve aux Etats-Unis. Cognizant est 230ème au classement du Fortune 500 et fait partie du « Fortune Magazine’s World’s Most Admired Companies ». Plus d’informations sur la façon dont Cognizant aide ses clients à devenir des leaders de leurs marchés grâce au digital sur www.cognizant.com ou sur Twitter @Cognizant.

Employee Status : Full Time Employee
Shift : Day Job
Travel : No
Job Posting : Dec 17 2018
About Cognizant
Cognizant (Nasdaq-100: CTSH) is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., Cognizant is ranked 193 on the Fortune 500 and is consistently listed among the most admired companies in the world. Learn how Cognizant helps clients lead with digital at www.cognizant.com or follow us @Cognizant.
Opens a New Window.
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,06/10/2019,vjk=8d20db5a2027d62f
INGENIEUR RECHERCHE DATA SCIENCE (H/F),Airbus,Paris (75),vide,"Paris (75)
APSYS SAS
Airbus is a global leader in aeronautics, space and related services. In 2018 it generated revenues of € 64 billion and employed a workforce of around 134,000. Airbus offers the most comprehensive range of passenger airliners. Airbus is also a European leader providing tanker, combat, transport and mission aircraft, as well as one of the world's leading space companies. In helicopters, Airbus provides the most efficient civil and military rotorcraft solutions worldwide.

Our people work with passion and determination to make the world a more connected, safer and smarter place. Taking pride in our work, we draw on each other's expertise and experience to achieve excellence. Our diversity and teamwork culture propel us to accomplish the extraordinary - on the ground, in the sky and in space.
Job Description
Société :
APSYS, filiale à 100% AIRBUS SAS est spécialisée en Maîtrise des Risques Techniques Humains et Organisationnels. Une de nos missions est d’être le pôle de compétences du Groupe et de valoriser notre savoir-faire à l’extérieur du Groupe. Nos métiers s’appliquent à des domaines aussi variés que l’Industrie, l’Energie, le Transport, la Défense, ainsi que dans toutes les applications où une vision globale des Risques au niveau système est nécessaire.
Notre société est implantée en France, Allemagne et Royaume Uni.

Coordonnées :
www.apsys-airbus.com
rh.aso@apsys-airbus.com

Tâches et missions principales, responsabilités :
Vous appliquerez les Data Science à toutes les disciplines de la maitrise du risque.

Vous travaillerez à l’élaboration de services basés sur la mise en œuvre d’algorithmes autour de
Le suivi des performances de systèmes
La maintenance prédictive ou prescriptive
L’analyse de signaux faibles
L’évaluation des performances d’une application de Data Science ou d’IA
La qualification, la validation de ces applications

Le poste sera basé en région Parisienne (91).

Compétences requises :
Titulaire d’un diplôme d’ingénieur et/ou d’une thèse intégrant des modules de Data Science, vous avez une première d’expérience professionnelle dans l’application des Data Science au management des informations d’exploitation ou de maintenance générées pendant le cycle de vie d’un système
Connaissance des principes algorithmiques mis en œuvre dans le cadre de la Data Science et des processus de constitution d’un Data Lake
Expérience d’un cas d’application d’algorithmes de Data Science à une problématique industrielle
Sensibilisation aux enjeux et aux défis de l’IA
Compétences dans la production de modèles et l’exploitation de simulation pour l’évaluation des performances de systèmes
Curiosité, esprit d’initiative, capacité d’analyse et rigueur.
Autonomie, aisance relationnelle et capacité à travailler en équipe.
Très bonne communication orale et écrite (en français et anglais).

This job requires an awareness of any potential compliance risks and a commitment to act with integrity, as the foundation for the Company’s success, reputation and sustainable growth.

By submitting your CV or application you are consenting to Airbus using and storing information about you for monitoring purposes relating to your application or future employment. This information will only be used by Airbus.
Airbus is committed to achieving workforce diversity and creating an inclusive working environment. We welcome all applications irrespective of social and cultural background, age, gender, disability, sexual orientation or religious belief.
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,06/10/2019,vjk=0fe44fdc5b1a8497
