Titre,Nom_Entreprise,Adresse,Salaire,Descriptif_du_poste,Date_de_publication,métier_sc,loc_sc,Date_sc,Identifiant
"Senior Data Scientist, EU Amazon Vendor Services (Paris or M...",Amazon EU SARL (FR),Paris (75),vide,"Paris (75)
Bachelor Degree in Data Science, Analytics, Computer Science Engg., Systems Engg., Statistics
6+ years of experience with relevant technologies, enterprise reporting systems, data analytics.
6+ years of experience in working as an analytics or data engineering member working with cross functional teams.

THIS ROLE COULD BE BASED IN PARIS, MILAN, MADRID, MUNICH, LONDON OR LUXEMBOURG

Amazon opened on the World Wide Web in July 1995 and today offers Earth’s biggest selection. Amazon strives to be Earth’s most customer-centric company, where customers can find and discover anything they might want to buy online. By giving customers more of what they want - low prices, vast selection, and convenience - Amazon continues to grow and evolve as a world-class e-commerce platform.

Are you interested in innovating to deliver a world-class level of service to Amazon’s Vendors? Amazon’s Vendor Services program improves customer experience on Amazon across EU by working directly with Vendors to improve value, selection and convenience across their business. Our team will invent and innovate across services, technology, processes and people to grow the program, improve vendor engagement and satisfaction and enable scalability.

Amazon is looking for a talented and passionate Data Scientist to build world class Data Science/ business intelligence, analytics, and reporting systems for the Amazon Vendor Service (AVS) program across EU. AVS is a vendor-funded program designed to provide Amazon’s vendors focused attention, tools and services to help them deliver the best customer experience and grow their business with Amazon. AVS is based on a menu of modular services covering Selection, Availability and Operational Efficiency, Traffic, Conversion, Business Advice and access to a privileged point of contact.

The Data Scientist– AVS Technology is accountable for the establishing performance measures and analytics for AVS teams. Facilitate creation of KPIs and KPMs, defined standards on measurement, reporting, and reviewing them to keep performance of AVS operations teams on track. (S)He should thrive and have demonstrated success in an environment, which offers ambiguously defined problems, big challenges, and quick changes. (S)He will be expected to balance detailed execution with speed and possess solid collaborative skills. (S)He will be working in a fast-paced environment where every day brings new challenges and new opportunities. (S)He should have excellent business and communication skills and be able to work with business owners to develop and define solutions. This position involves regular communication with senior management on project status and risks. Cross-team coordination, project management, and executive presentation skills are essential.

This role will work in strict collaboration with the in-country AVS Subject Matter Experts (SMEs), Business Sponsors, Retail Leaders, other AVS Central teams, and AVS program counterparts across the world.

This role will be part of the European Retail team. The Product Manager Vendor Services , EU AVS position could be based in any location in which Amazon Retail teams are present (Paris, London, Munich, Milan, Madrid, Luxembourg).

The successful candidate will be a recognized expert for their analytical and leadership abilities.
Apply Statistical and Machine Learning methods to specific business problems and data
Ensure data quality throughout all stages of acquisition and processing, including such areas as data sourcing/collection, ground truth generation, normalization, transformation, cross-lingual alignment/mapping, etc.
Collaborate with colleagues from multidisciplinary science, engineering and business backgrounds.
Work with engineers to develop efficient data querying and modeling infrastructure
Manage your own process: identify and execute on high impact projects, triage external requests, and make sure you bring projects to conclusion in time for the results to be useful
Communicate proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisions
Work with teams in AVS across verticals, define success measures at team level and required KPI and KPMs to be tracked.
Establish reporting standards by role, country, and vertical. Apply data engineering to deliver automated solutions, where possible.
Assess performance of KPIs and KPMs; surface exceptions to the respective teams. Setup and execute processes to enable operations to drive corrective actions as necessary.
Setup and execute processes of back-testing to verify the corrective action effectiveness and report
Setup and execute processes for creation and distribution canned analysis reports where automated solutions do not exist.
Setup and execute processes for performing exploratory data analysis to unearth insight or patterns that can be used to improve our Vendor experience, increase business impact and ultimately drive Vendor investments.
Work closely with Workflow, Data Engineering, and Software Engineering teams to drive initiatives on service offering and operational efficiency.

Bachelor Degree in Data Science, Analytics, Computer Science Engg., Systems Engg., Statistics
6+ years of experience with relevant technologies, enterprise reporting systems, data analytics.
6+ years of experience in working as an analytics or data engineering member working with cross functional teams.
Amazon.com - il y a 8 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 8 mois,,,05/10/2019,vjk=b6b046de5c52d46c
Data scientist confirmé(e) H/F,Orange,Paris 17e (75),vide,"Paris 17e (75)
Mission
Le/la data scientist incarne l'offre d'Orange Applications for Business dans le domaine de la « Data ». Il/elle participe à son développement et à son évolution en relation avec les équipes marketing et opérationnelles. Il/elle promeut cette offre vers nos clients en support à nos forces commerciales.
Enjeux -objectifs
L'activité d'Orange Applications for Business se développe dans le domaine de la donnée. Ce développement est porté par la mise en avant de la vision d'Orange Applications for Business concernant la Data. Cette vision est le reflet de l'expérience du groupe Orange sur le domaine et du savoir faire d'Orange Applications for Business dans la conduite d'activités dans ce domaine.
Contenu de l'activité
Avant-vente / prospection & développement à l'international
Le/la data scientist prend en charge le rendez-vous client d'expertise accompagné de l'avant-vente, pour présenter les solutions Orange Applications for Business et comprendre le besoin métier. Il/elle contribue à l'élaboration de la réponse avec l'avant-vente / chargé d'affaire
Il/elle propose de nouvelles opportunités notamment en se basant sur les projets en cours de réalisation, en proposant des lots complémentaires et en s'informant régulièrement des besoins des clients
Il/elle est mobile pour de courtes périodes à l'étranger, Il/elle contribue au développement de l'activité à l'international, en interne et en externe, Il/elle a donc un bon niveau de connaissance en anglais et un bon niveau en management transverse
Il/elle réalise des études de veille sur le marché de la prestation d'analytics, les outils, les demandes.
Prestation
Le/la data scientist confirmé(e) peut gérer un projet complexe pour un client avec les experts Orange Applications for Business sur le sujet
Il/elle sait gérer le relationnel client pour assurer le bon déroulement de la prestation, et de gérer les risques pouvant se présenter.
Il/elle assure le bon niveau de reporting vers sa hiérarchie, les équipes commerciales et avant-vente, ainsi que l'équipe d'expert dont il fait partie.
Il/elle peut réaliser des missions d'audit pour les clients, en se basant sur l'expertise des référents qu' il/elle pilote sur ce type de projets
Encadrement
Le/la data scientist confirmé(e) est leader technique sur plusieurs projets sur lesquels Il/elle intervient sur sollicitation des juniors ou du chef de projet, et s'assure régulièrement du bon déroulé
Il/elle gère les prévisions de charges des juniors qu'ils accompagnent et suit leur évolution technique.
about you
De formation Bac +5 minimum, vous avez une expérience dans des activités de développements dans le domaine de la Data et de bonne connaissance des architectures techniques big data.
Vous avez la capacité à porter un projet, à faire adhérer, à leader en transverse et à travailler à l'international. Vous savez communiquer en interne et vers les clients (orale et écrite) et travailler en transverse avec des services marketing, commerciale et des équipes d'expert.
Côté technique: Programmation big data : Python, R, SQL, Java (dont Android), C, Hadoop, Spark, Elasticsearch, Kibana
Expertise confirmée en Machine learning et deep Learning.
department
Digital & Data
Partenaire de la transformation digitale des entreprises, Orange Digital&Data est l'entité d'Orange Business Services spécialisée dans la conception et le développement de services applicatifs et l'intégration de systèmes.
Implantés dans plusieurs grandes villes françaises comme Paris, Rennes, Lyon, Bordeaux, Lille et Toulouse … nous accompagnons au quotidien près de 20 000 entreprises tout au long du cycle de vie de leurs projets, dans les domaines clés de l'expérience digitale, de la Data Analytics et l’Intelligence Métier.
Pour la 4ème année consécutive, Orange reçoit la certification « Top Employer Global » 2019. Cette certification consacre les meilleures politiques et pratiques en termes de programmes de ressources humaines.
L’innovation est essentielle à votre métier, construisons la ensemble !
contract
Regular
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,05/10/2019,vjk=91db5994a00868b5
Intern or PhD in machine learning,LOKAD,Paris (75),vide,"Paris (75)
Stage
Lokad is a young company with a strong focus on business intelligence. Mathematics and statistics are the heart of our technology.

Mission
Lokad is offering the unique opportunity to start working over very large datasets such as sales data, cash flows, call volumes, ...

The internship or PhD could be focused on:
developing new statistical models to forecast massively concurrent time-series.
developing new algorithms to distribute statistical learning algorithms over computational grids.

The internship can be followed by a PhD in Computer Science (*) at Lokad after your internship.

(*) The PhD is co-directed by Lokad and a French university. More details on about the Thèse CIFRE (in French).

Profile
We do not expect you to have much programming experience, although, the more the better. We are looking for top notch mathematicians who are willing to acquire the skills that will let them turn their ideas into industrial-strength software. At Lokad, you will be provided the necessary training to achieve this.

Excellent academic track in mathematics and / or statistics.
Excellent command of written and spoken English.
The position is in our office in Paris intramuros.
The duration of the internship is 3 to 9 months.

Salary depends on the experience.

Application
If you are interested by Lokad, you can apply by sending your resume to contact@lokad.com. Please attach your resume as a plain text, Word, PDF or HTML file. In your email, please shortly explain why you think you would be a good fit for this job. If you have a website, please send us the URL.
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,05/10/2019,vjk=77ecf501a5646f5a
Data Scientist dans l'une de nos 1200 startups [CDI],Ignition Program,Paris 8e (75),35 000 € - 90 000 € par an,"Paris 8e (75)
CDI
35 000 € - 90 000 € par an
Détails de l'annonce
EN BREF
Candidater chez Ignition Program te permet de toucher 1200 startups, sélectionnées par nos soins. Nous travaillons en direct avec toi pour trouver un poste qui correspond à tes critères, te décrochons des entretiens et t’accompagnons sur ton positionnement. Le suivi continue après ton embauche : nous te coachons pendant ta prise de poste et animons une communauté de partage d’expérience pour appuyer ton évolution professionnelle. En gros, nous sommes ton agent.
Le coût : 35 minutes, le temps de créer ton profil chez nous. Tout est financé par nos startups partenaires.

UN POSTE SUR MESURE…
Une candidature chez nous t’ouvre des opportunités dans les 1200 startups avec lesquelles nous travaillons déjà, plus celles que tu voudras que l’on contacte pour toi.Par exemple :
Startups de plus de 80 salariés, en hypercroissance (20%): Doctolib, Evaneos, HomeExchange, ManoMano, Morning Coworking, OpenClassrooms, Sendinblue, Théodo…
Startups de 30 à 80 salariés, en structuration (40%): Agricool, Anaxago, BonneGueule, Captain Contrat, Cheerz, Comet, EarlyMetrics, FoodChéri, Habiteo, Heuritech, Karos, GeoPLC, LégalStart, Liegey Muller Pons, Lifen, Sézane, Shapr, SuperMood, RenovationMan, Ynsect…
Startups de 5 à 30 salariés, en amorçage (35%): Amabilis, Data Impact, Finfrog, LiveMentor, LouYetu, Ma p’tite culotte, MoneySnap, Naver France, Plüm Energie, Selency, Prêt à Pousser, Solen, Vitaline, Vroomly, Wistiki, Yoopies, 360 Medics…
Startups en création (5%): eFounders, BigBlank, Kamet, La Fabrique by CA, RedPill, Technofounders, top business angels, serial entrepreneurs...
Nous couvrons tous les secteurs : Greentech, Legaltech, Insurtech, Discotech, Medtech, Edtech, Agritech, Cleantech, IoT, Big Data, Adtech, Foodtech, Arttech, Retailtech, Marketplaces, IA et tant d’autres. Nous t’offrirons également des axes de lecture et de recherche qui vont plus loin que ce seul critère (par exemple l’équipe, les valeurs ou la vision).
Ces startups sont pour la plupart localisées sur Paris - qui concentre 90% des startups en France-, mais nous avons aussi de plus rares opportunités à Lyon, Lille, Nantes, Bordeaux, Marseille, Nice, Toulouse et à l’international.

… DOUBLÉ D’UN ACCOMPAGNEMENT SUR-MESURE
Ignition Program, c’est 50 personnes qui se sont rendu compte que la recherche de job en startup était un vrai calvaire déshumanisé. Nous avons par la suite accompagné plus de 2 000 personnes dans leur recrutement et leurs évolutions professionnelles, via une méthode bien à nous, gratuite pour un candidat :
Création d’un profil : une fois finalisé, nos coachs identifient les meilleurs talents entrepreneuriaux sur leurs expériences passées et leurs aspirations, et conseillent les autres sur leurs axes d’amélioration. En parallèle, nous sourçons en permanence des startups et postes à fort intérêt, sur lesquels nous positionnons les candidats retenus.
Matching : un coach attitré t’aide à te positionner sur les meilleures opportunités, qui correspondent à tes aspirations, et t’aide à te préparer pour tes entretiens. Comme tu le constateras, ta candidature a toujours plus de chances d’être retenue venant de nous que si tu contactes une entreprise en direct, car Ignition Program est un label de forte qualité reconnu. Profites-en !
Accompagnement : nous t’apportons tout ce qui est nécessaire pour une évolution professionnelle accélérée. Nos experts te coachent sur tes entretiens et tes négociations de salaire, dans tes étapes clés professionnelles (prise de poste, 1 an, évolutions), nos Crews t’apportent des partages d’expérience toutes les 6 semaines, notre réseau devient ton réseau, et tu as accès à tous nos événements (gratuitement) et nos formations (payantes), etc.
Profil recherché
Pour t’aider à les mettre en avant, voici les éléments que nous cherchons à identifier dans le profil d’un candidat :
des exemples d’expériences de prise d’initiative forte, de “mains dans le cambouis”
des exemples d’environnement exigeants et/ou sélectifs et de résultats (chiffrés)
des exemples de prise de recul, d’erreurs, de choix difficiles, ambitieux, clivants
Une fois ton profil identifié et retenu par notre équipe, nous creuserons pour comprendre ta personnalité, tes aspirations et tes compétences.

SALAIRE :
Tout dépend bien sûr de ton profil et de la startup dans laquelle nous te trouverons un job ! Nous te donnerons un bench du marché et t’accompagnerons dans tes négociations salariales.
Si tu te poses des questions sur les salaires en startup, nous avons créé un simulateur qui recense les salaires moyens constatés.

POURQUOI IGNITION “PROGRAM”
Si notre seule ambition était de trouver des jobs à des candidats, nous aurions juste développé une plateforme. Mais notre leitmotiv, c’est faire en sorte que chaque candidat passé par chez nous soit dans la bonne mission, dans la bonne équipe et avec le bon accompagnement. D’ailleurs, notre accompagnement t’est ouvert à vie dès que tu rejoins le programme. Rejoins-nous :-)
Azerty Jobs - il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,05/10/2019,vjk=09edda05ea64333a
Product Manager H/F - DATA SCIENTIST,Dynacentrix,Neuilly-sur-Seine (92),45 000 € - 63 000 € par an,"Neuilly-sur-Seine (92)
45 000 € - 63 000 € par an
Nous accélérons votre innovation grâce à nos solutions Analytics d’entreprises ou départementales disponibles sur un cloud privé, public et/ou Hybride.
Le DCX-600 Modular Analytics for Massive Data vous permet de passer rapidement du Data Lab à la production. C’est une solution ouverte s’intégrant facilement dans votre existant et pérennise les investissements déjà réalisés. Microsoft a intégré le DCX-600 dans son catalogue. D’autres Cloud provider sont en cours de partenariats.
Depuis Février 2018 le DCX-600 est revendu par SCC en France. SCC intégrateur majeur européen des services IT se positionne sur dossier Data Driven de ses clients.
Avec l’Analyse Prédictive et les technologies d’Intelligence Artificielle du DCX-600, associées à l’écosystème de partenaires Cloud de Dynacentrix, les clients mettent en œuvre plus rapidement leurs projets en démontrant des résultats mesurables.
Dynacentrix intègre la promo 2018 du Programme Scale’up de l’Union Européenne (Enterprise Europe Network) en partenariat avec la CCI Paris Île-de-France. Dynacentrix est l’une des 12 entreprises sélectionnées parmi les 103 shorlistées en 2018.
Vous êtes désireux d’évoluer au sein d’une jeune entreprise innovante, dynamique et pérenne, à intervenir sur des projets à la hauteur de vos ambitions. Rejoignez-nous !
Fonctions et responsabilités :
Chef Produit DCX-600 : Modular Analytics for Massive Data
Vous avez pour mission de développer les ventes du DCX-600 en relation étroite avec les équipes Pre Sales de nos partenaires Gold, Microsoft, SCC, OVH, Dataiku, HPE, Google, AWS…Au sein d’un pool de 30 Scientifiques seniors (Master & PhD), sur lesquels vous pourrez vous reposer, vous accompagnez techniquement nos partenaires et clients grands compte-ETI. Ce poste est au cœur des décisions techniques et opérationnelles de la Business Unit Massive Data. Un poste de CTO associé et board member sera envisageable pour un candidat expérimenté, dès la fin 2019.
Vous contribuerez, en appui des équipes commerciales, aux phases amonts des projets (rendez-vous client, propositions commerciales, soutenance, closing) en apportant votre expertise et vos savoir-faire en matière de data science.
Vous interviendrez dans la réalisation d’une large variété de projets : audit et analyse de la donnée, séminaire data science, conduite de POC et industrialisation de modèle analytique. Les domaines d’intervention regroupent l’analytique, le machine learning, les problématiques de recherches opérationnels, et le deep learning.
Industrialiser les Dataflow et améliorer de manière continue de nouveaux modèles prédictifs
Qualités requises pour réussir dans ce rôle :
De formation bac +5 option statistique, issu d’un cursus ingénieur ou université, vous justifiez d’une première expérience dans la conduite de projets de data science en matière de statistique et de machine learning.
Vous disposez d’une solide expérience dans les technologies R, Python, Spark, Pyspark, SparkR, Hive, Pig. Vous avez déjà conduit avec succès des projets analytiques et de machine learning sur des gros volumes de données, dans des environnements Hadoop et des premières expériences en matière d’industrialisation de projets de data science. Une certification Microsoft, Dataiku, AWS apparaitra comme un plus pour votre candidature.
Vous possédez de bonnes capacités de présentation pour nos séminaires et savez travailler en équipe. La disponibilité, la résistance au stress et le sens de la gestion des priorités sont également indispensables. Anglais impératif, déplacements possibles en Europe notamment Angleterre et Espagne.
Poste CDI à pourvoir dès que possible !
BU : Massive Data
Poste basé à Neuilly sur Seine 92
Salaire avec bonus motivant pour démarrer l’aventure ! 45K€ à 63 K€
Déposer votre cv https://www.dynacentrix.com/recrutement/
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,05/10/2019,vjk=3f8b589da413475c
Business Manager – Data science et intelligence artificielle...,Davidson consulting,Boulogne-Billancourt (92),vide,"Boulogne-Billancourt (92)
CDI
Vous êtes créatif, curieux, passionné et avez la fibre entrepreneuriale ?
Vous allez vous éclater, vous aurez en effet une vision 360° de votre activité, en
Ayant en charge l’élaboration de l’offre, le développement et la fidélisation de votre portefeuille clients.
Portant et optimisant l’offre Davidson dans les domaines suivants : data science, intelligence artificielle, bots, etc.
Développant des partenariats avec des éditeurs et des startups dans le domaine
Identifiant les meilleurs profils, puis en gérant la carrière évolutive de vos consultants
Réalisant une veille technologique et scientifique dans le domaine
Vous êtes Sympa, humble et aimez les gens ?
Et oui …l’humain étant au cœur de notre métier, vous ne ferez pas l’économie
De bien connaitre vos équipes pour être capable d’identifier rapidement les irritants et de les traiter avec pertinence.
D’impulser des « good vibes » au sein des équipes de consultants
Du Management de proximité pour vos consultants & clients ; la « porte ouverte » n’est pas une vue de l’esprit chez Davidson
Vous aimez les challenges & responsabilités ?
Nous allons booster votre carrière
Chez Davidson les responsabilités ne se demandent pas mais se prennent …
Vous évoluerez rapidement en intervenant sur des offres complexes (forfaits et centres de services), en étant responsable de comptes clients, et d’équipes de managers (en tant que patron de Business Unit ou Dirigeant associé de filiales)
Profil
De formation Bac+5, vous êtes issu d’une école d’ingénieur. Vous aimez relevez des challenges, vous êtes endurant, autonome, empathique et ultra dynamique.
Première expérience dans le domaine de la Data Science et/ou de l’intelligence artificielle. Connaissances avérées dans les domaines Machine Learning, Deep Learning, Tensorflow, etc.
Salaire fixe + variable non plafonné + avantages.
DAVIDSON - il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,05/10/2019,vjk=15d631452fb3bb2a
Machine Learning Engineer - IA,Sept Lieues,Paris (75),vide,"Paris (75)
CDI
Entreprise en forte croissance, spécialisée en intelligence artificielle et dans le traitement de données pour l'amélioration des performances de leurs clients.
LE POSTE / LES MISSIONS
Vous rejoindrez l'entreprise, au sein d'un environnement dynamique et dans des équipes pluridisciplinaires autour des métiers de la data.

En tant que Spark ou Python Machine Learning Engineer, vous développerez sous Spark ou Python et vous serez le point de référence de votre équipe, en ce qui concerne les communications avec les data scientists.
PROFIL RECHERCHÉ
- Formation d'Ingénieur - Bac +5
Expérience de 3 ans sur du développement Spark
Expérience dans des environnements data
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,05/10/2019,vjk=4022959c1ae9321a
Deep Learning Engineer - Médical,Sept Lieues,Paris (75),vide,"Paris (75)
CDI
Startup qui vise à développer de nouvelles solutions dans le domaine médical via la collecte et l'utilisation de données.
LE POSTE / LES MISSIONS
Vous interviendrez sur la mise en place de solutions de Machine / Deep Learning, au sein de l'équipe recherche de l'entreprise.

Quelques exemples de missions qui vous seront confiées:
Compréhension d'algorithmes de Machine Learning
Développement et mise en production d'algorithmes de Machine Learning
Proposition de solutions liées à des challenges médicaux
PROFIL RECHERCHÉ
Bac +5 école d'ingénieur
Expérience en Machine / Deep Learning (utilisation d'outils tels que Tensorflow / Caffee / Torch / CNTK)
Profil scientifique
Curiosité / autonomie
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,05/10/2019,vjk=282c63c4e24e279d
Data Scientist,Cherche Susan Désespérément,Paris (75),vide,"Paris (75)
CDI
Notre client est une enseigne de distribution spécialisée grand public à forte notoriété française et internationale.
La direction Data Intelligence recherche son (sa) future data scientist afin de prendre en charge la mise en œuvre des études pour améliorer la connaissance client.
Mission
Votre mission principale est l'exploitation statistique des données clients afin de développer et diffuser la connaissance client au sein du groupe et contribuer à son utilisation opérationnelle.
Vous êtes force de proposition sur les études à réaliser, les axes d’analyse à intégrer.
Vous prenez en charge la création, mise à jour et suivi des reportings, des analyses de performance
Vous menez des études de connaissance client et comportement (par exemple, scoring d’appétence)., vous êtes à l aise pour manipuler des grosses bases de données
Vous pilotez et présentez les résultats aux équipes
Profil
Formation de niveau Bac + 4, BAC + 5 type Ensae, Ensai, master de statistiques ou Data Science
Connaissance SAS obligatoire, Excel et PowerPoint., SQL, R ou python sont un plus. Anglais courant.
Vous êtes habitué à travailler en équipe projet, doté d'un bon sens relationnel, vous faites preuve de rigueur, et avez une capacité d'analyse et de synthèse forte.
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,05/10/2019,vjk=d75437077c28a6ee
Data Scientist Senior - Ecommerce,Sept Lieues,Paris (75),vide,"Paris (75)
CDI
Pure Player international leader sur son marché, spécialisé dans la conception de sites e-commerce.
Solutions développées from scratch en interne.
LE POSTE / LES MISSIONS
Vous rejoindrez l'équipe big data de l'entreprise en tant que Data Scientist Senior.

Vos principales missions:
Participation au développement des plateformes
Proposition et développement des solutions selon les problématiques rencontrées
Analyse des flux de données via l'architecture big data
Implémentation d'algorithmes
Collaboration avec des équipes internationales
PROFIL RECHERCHÉ
Bac +5 / PhD
5 années d'expérience sur des problématiques liées à la data / big data
Maitrise de Python
Anglais courant
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,05/10/2019,vjk=e71094b6ab4e1437
Stage Machine Learning,La Javaness,Paris (75),vide,"Paris (75)
Stage
Rejoins La Javaness, élue la startup la plus innovante au salon Big Data Paris 2018, accélérateur de projets numériques spécialisé en Intelligence Artificielle. Trois ans d’existence, installés au coeur de Paris, déjà 40 collaborateurs et un vaste réseau de startups et grands groupes à notre actif, nous comptons doubler nos effectifs d’ici un an.

La Javaness est une aventure humaine et collective qui a pour ambition de bâtir les entreprises numériques de demain, notamment via la maîtrise de l’intelligence artificielle.

Au cours de ce stage, tu seras amené(e) à participer à des missions diverses et variées auprès de nos clients. Désireux de développer un large panel d’offres, nous développons des solutions portant aussi bien sur le Machine Learning classique (smart pricing, prédiction de churn…) que le Deep Learning (NLP, Chatbot, Computer Vision...).

Intégré(e) à notre Lab Data composé d’une dizaine d’experts en Machine Learning, tes activités s’orienteront autour de plusieurs grands axes :
Réaliser des missions avec de réelles données clients, où tu pourras très vite gagner en responsabilité
Effectuer un travail de R&D autour de l’état de l’art technologique et scientifique des méthodes de machine learning, dans le but de perfectionner les outils utilisés en interne
Participer aux data meeting hebdomadaires, au cours desquels chacun partage ses dernières avancées et découvertes
Collaborer avec les autres métiers (IT, Design, Business…), pour imaginer des solutions complètes et innovantes répondant aux besoins clients
Travailler au plus près des clients, en les conseillant directement et en concevant le produit qui saura répondre à leurs attentes
Début du stage : à partir d'octobre 2019

Requirements

Venant des meilleures formations en Data Science, Computer Science ou Mathématiques, tu justifies d’une grande connaissance des algorithmes de Machine Learning. Tu dois également être curieux et effectuer une veille autour des dernières avancées technologiques sur le sujet. Projets personnels et participations à des compétitions Kaggle sauront attester de cet intérêt.
De solides connaissances en Python et une bonne maîtrise de ses librairies de Machine Learning (pandas, scikit-learn, etc.) sont obligatoires. La maîtrise d’un ou plusieurs frameworks de Deep Learning (Keras, Pytorch…) est un réel plus.

Compétences obligatoires:
Python (pandas, sklearn…)
Machine Learning / Deep Learning


Compétences appréciées:
Ecosystème Big Data (Hadoop, Spark)
Programmation logiciel et web
Scala, C++, Java, etc


Format: Stage de 4 à 6 mois de préférence en fin d’études
Benefits
Projet ambitieux
Equipe smart & fun
Technos et projets variés
Offre d'emploi à la clé
Paris centre / Silicon Sentier
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,05/10/2019,vjk=c0047d92f92e7004
Consultant en organisation – Data Science (H/F),Exakis,Paris (75),vide,"Paris (75)
CDI
La Data chez Magellan Consulting, très vite le cabinet a pris la mesure du « phénomène Data » avec la création d’une practice dédiée regroupant les activités régaliennes historiques (Gestion des données de référence, Gouvernance de la donnée, « Data management/architecture », Business Intelligence), mais surtout l’ensemble des pratiques innovantes et digitales : Data Science (Analytique, Machine Learning, Big-Data…), APIs, Blockchain, Open-Data et Data-Driven Company. Toujours avec un positionnement orienté Conseil (stratégique ou métier) et/ou Architecture.
Vous rejoindrez une équipe de consultants expérimentés reconnue pour son savoir-faire et vous accompagnerez nos clients dans leur transformation.
Ville : Paris
Type de contrat : CDI
Expérience : Minimum 2 ans
Poste et Missions
Réaliser des analyses à la demande de votre Manager en tenant compte des enjeux clients,
Produire des livrables répondant à notre niveau d’exigence,
Faire preuve d’autonomie, de curiosité et de proactivité dans la réalisation de vos missions,
Réaliser des synthèses claires et structurées avec une prise de recul,
Être reconnu par votre client et développer une relation de confiance avec vos interlocuteurs internes et externes,
Participer à la vie interne du cabinet : recrutement, formation, team building, capitalisation des connaissances acquises.
Sous l’encadrement d’un leader d’expérience qui aura pour charge d’accroitre le volume d’activité, vous interviendrez sur :
L’amélioration de l’offre,
La définition et le cadrage des problématiques et surtout sur la réalisation des projets de Data Science : aussi bien sous un angle Métier que technique,
Accompagnement de nos clients dans la formalisation de leurs problématiques Data, la réalisation de modèles et l’industrialisation.
Vous contribuerez aux projets par vos savoir-faire et serez attendus sur la qualité de vos productions, votre montée en compétences et votre capacité à gagner en autonomie et responsabilités pour évoluer au sein du cabinet.
Profil
De formation Bac+5, diplômé d’une école d’ingénieur, de commerce ou d’un Master spécialisé universitaire, vous justifiez d’une première expérience en rapport avec notre activité.
Vous connaissez les concepts (Big-Data, NoSQL, Machine Learning, Data-Viz…), et en partie :
Des algorithmes (supervisés, non supervisés, Random Forest, SVM, réseaux de neurones, etc.),
Des langages (R, python, scikit-learn, tensorFlow, MapReduce, D3.js,…),
Et des outils (Hadoop, Spark, Hive, HBase, Cassandra, ElasticSearch…).
Curieux, observateur et doté d’un sens critique, vous disposez de qualités vous permettant d’appréhender les problématiques de nos clients. Vous saurez délivrer des recommandations pertinentes au travers de savoir-faires fondamentaux du consultant (interviews, animation de réunions, conduite de projet, analyse, business-case, rédaction de supports à forte valeur ajoutée).
Votre esprit d’entrepreneur, votre approche innovante et votre appétence pour le travail en équipe vous permettront de contribuer au développement de notre cabinet en proposant des solutions sur mesure que ce soit à nos clients ou au sein de nos groupes de travail internes (innovation, formation, bien-être au travail, développement des offres).
Votre fort niveau d’exigence opérationnelle et votre sens du service client vous permettront de contribuer aux succès des missions sur lesquelles vous interviendrez, renforçant ainsi la renommée de Magellan Consulting, et plus largement de Magellan Partners, auprès de nos comptes clés.
Vous avez de très bonnes qualités rédactionnelles, maîtrisez les outils Office et parlez couramment anglais.
Vous avez un excellent relationnel, vous aimez aborder des problématiques différentes et apporter des solutions adaptées et innovantes dans un environnement dynamique, venez accompagner notre croissance en rejoignant nos équipes !
il y a 9 mois
- Continuer pour postuler
Signaler cette offre d'emploi",il y a 9 mois,,,05/10/2019,vjk=63880038ee671d17
